step time x y u
0 0.0 35 35 0
2 0.05 34 34 2
5 0.1 33 32 5
5 0.15000000000000002 33 32 5
6 0.2 32 32 6
6 0.25 32 32 6
7 0.3 32 31 7
9 0.35 31 30 9
11 0.39999999999999997 31 30 9
11 0.44999999999999996 31 30 9
12 0.49999999999999994 30 30 10
14 0.5499999999999999 29 29 12
17 0.6 30 27 13
20 0.65 31 27 12
24 0.7000000000000001 33 25 12
24 0.7500000000000001 33 25 12
24 0.8000000000000002 33 25 12
24 0.8500000000000002 33 25 12
26 0.9000000000000002 32 26 12
28 0.9500000000000003 30 26 14
32 1.0000000000000002 30 24 16
33 1.0500000000000003 29 24 17
34 1.1000000000000003 30 24 16
35 1.1500000000000004 30 25 15
36 1.2000000000000004 30 26 14
37 1.2500000000000004 30 25 15
42 1.3000000000000005 29 23 18
42 1.3500000000000005 29 23 18
43 1.4000000000000006 29 22 19
45 1.4500000000000006 29 22 19
48 1.5000000000000007 29 23 18
50 1.5500000000000007 29 23 18
53 1.6000000000000008 27 22 21
54 1.6500000000000008 27 23 20
54 1.7000000000000008 27 23 20
54 1.7500000000000009 27 23 20
56 1.800000000000001 26 22 22
57 1.850000000000001 25 22 23
59 1.900000000000001 24 21 25
64 1.950000000000001 26 22 22
64 2.000000000000001 26 22 22
69 2.0500000000000007 26 21 23
71 2.1000000000000005 28 21 21
71 2.1500000000000004 28 21 21
74 2.2 30 20 20
76 2.25 32 20 18
76 2.3 32 20 18
76 2.3499999999999996 32 20 18
78 2.3999999999999995 33 21 16
78 2.4499999999999993 33 21 16
78 2.499999999999999 33 21 16
80 2.549999999999999 33 21 16
80 2.5999999999999988 33 21 16
81 2.6499999999999986 33 22 15
84 2.6999999999999984 32 22 16
85 2.7499999999999982 32 21 17
87 2.799999999999998 31 22 17
88 2.849999999999998 31 21 18
88 2.8999999999999977 31 21 18
90 2.9499999999999975 32 20 18
91 2.9999999999999973 32 21 17
95 3.049999999999997 34 21 15
97 3.099999999999997 35 22 13
97 3.149999999999997 35 22 13
99 3.1999999999999966 35 22 13
100 3.2499999999999964 35 21 14
101 3.2999999999999963 35 22 13
103 3.349999999999996 35 20 15
104 3.399999999999996 34 20 16
106 3.4499999999999957 32 20 18
108 3.4999999999999956 31 21 18
108 3.5499999999999954 31 21 18
109 3.599999999999995 31 20 19
112 3.649999999999995 30 18 22
114 3.699999999999995 29 19 22
116 3.7499999999999947 29 21 20
118 3.7999999999999945 29 21 20
120 3.8499999999999943 29 21 20
122 3.899999999999994 29 21 20
123 3.949999999999994 29 22 19
125 3.999999999999994 29 22 19
127 4.049999999999994 30 21 19
127 4.099999999999993 30 21 19
128 4.149999999999993 31 21 18
132 4.199999999999993 31 19 20
134 4.249999999999993 32 20 18
137 4.299999999999993 32 23 15
139 4.3499999999999925 31 24 15
139 4.399999999999992 31 24 15
140 4.449999999999992 31 23 16
144 4.499999999999992 33 21 16
145 4.549999999999992 33 20 17
147 4.599999999999992 31 20 19
150 4.6499999999999915 33 19 18
153 4.699999999999991 33 18 19
154 4.749999999999991 33 17 20
155 4.799999999999991 32 17 21
158 4.849999999999991 30 16 24
162 4.899999999999991 31 15 24
162 4.94999999999999 31 15 24
164 4.99999999999999 32 14 24
165 5.04999999999999 32 15 23
168 5.09999999999999 33 17 20
169 5.14999999999999 33 16 21
170 5.1999999999999895 34 16 20
173 5.249999999999989 33 16 21
173 5.299999999999989 33 16 21
174 5.349999999999989 33 17 20
178 5.399999999999989 34 18 18
179 5.449999999999989 33 18 19
180 5.4999999999999885 33 19 18
183 5.549999999999988 34 21 15
183 5.599999999999988 34 21 15
183 5.649999999999988 34 21 15
186 5.699999999999988 32 22 16
188 5.749999999999988 31 21 18
190 5.799999999999987 32 20 18
190 5.849999999999987 32 20 18
190 5.899999999999987 32 20 18
193 5.949999999999987 31 20 19
195 5.999999999999987 31 20 19
195 6.0499999999999865 31 20 19
196 6.099999999999986 30 20 20
197 6.149999999999986 30 21 19
200 6.199999999999986 31 23 16
200 6.249999999999986 31 23 16
201 6.299999999999986 31 22 17
202 6.349999999999985 31 21 18
203 6.399999999999985 31 20 19
204 6.449999999999985 31 21 18
204 6.499999999999985 31 21 18
205 6.549999999999985 30 21 19
208 6.5999999999999845 32 22 16
208 6.649999999999984 32 22 16
211 6.699999999999984 31 22 17
212 6.749999999999984 31 21 18
213 6.799999999999984 31 22 17
215 6.849999999999984 32 21 17
215 6.8999999999999835 32 21 17
216 6.949999999999983 31 21 18
216 6.999999999999983 31 21 18
218 7.049999999999983 31 21 18
222 7.099999999999983 31 21 18
224 7.149999999999983 29 21 20
224 7.199999999999982 29 21 20
225 7.249999999999982 28 21 21
228 7.299999999999982 26 22 22
231 7.349999999999982 28 21 21
233 7.399999999999982 28 21 21
234 7.4499999999999815 29 21 20
235 7.499999999999981 30 21 19
235 7.549999999999981 30 21 19
240 7.599999999999981 30 20 20
243 7.649999999999981 27 20 23
244 7.699999999999981 27 19 24
247 7.7499999999999805 27 20 23
250 7.79999999999998 28 20 22
251 7.84999999999998 28 19 23
251 7.89999999999998 28 19 23
253 7.94999999999998 27 18 25
254 7.99999999999998 26 18 26
255 8.04999999999998 25 18 27
259 8.09999999999998 25 16 29
259 8.14999999999998 25 16 29
260 8.199999999999982 25 15 30
261 8.249999999999982 25 16 29
263 8.299999999999983 26 17 27
264 8.349999999999984 26 16 28
268 8.399999999999984 29 15 26
269 8.449999999999985 28 15 27
274 8.499999999999986 29 17 24
276 8.549999999999986 29 15 26
279 8.599999999999987 29 16 25
280 8.649999999999988 30 16 24
282 8.699999999999989 31 15 24
286 8.74999999999999 29 15 26
288 8.79999999999999 29 15 26
292 8.84999999999999 30 16 24
294 8.899999999999991 29 17 24
296 8.949999999999992 31 17 22
297 8.999999999999993 31 18 21
300 9.049999999999994 31 19 20
303 9.099999999999994 30 19 21
305 9.149999999999995 28 19 23
306 9.199999999999996 29 19 22
306 9.249999999999996 29 19 22
312 9.299999999999997 28 18 24
313 9.349999999999998 28 19 23
314 9.399999999999999 28 18 24
315 9.45 28 19 23
315 9.5 28 19 23
315 9.55 28 19 23
315 9.600000000000001 28 19 23
317 9.650000000000002 26 19 25
319 9.700000000000003 25 20 25
321 9.750000000000004 25 20 25
322 9.800000000000004 25 19 26
323 9.850000000000005 24 19 27
324 9.900000000000006 23 19 28
324 9.950000000000006 23 19 28
326 10.000000000000007 23 19 28
328 10.050000000000008 25 19 26
328 10.100000000000009 25 19 26
329 10.15000000000001 26 19 25
333 10.20000000000001 28 17 25
335 10.25000000000001 29 16 25
338 10.300000000000011 28 16 26
339 10.350000000000012 29 16 25
342 10.400000000000013 30 16 24
342 10.450000000000014 30 16 24
344 10.500000000000014 31 15 24
346 10.550000000000015 30 16 24
348 10.600000000000016 29 15 26
349 10.650000000000016 30 15 25
352 10.700000000000017 28 16 26
353 10.750000000000018 28 15 27
355 10.800000000000018 28 15 27
358 10.85000000000002 26 16 28
362 10.90000000000002 27 13 30
364 10.95000000000002 28 14 28
365 11.000000000000021 27 14 29
367 11.050000000000022 25 14 31
367 11.100000000000023 25 14 31
372 11.150000000000023 25 15 30
372 11.200000000000024 25 15 30
375 11.250000000000025 26 13 31
375 11.300000000000026 26 13 31
377 11.350000000000026 28 13 29
379 11.400000000000027 29 14 27
380 11.450000000000028 30 14 26
381 11.500000000000028 30 15 25
381 11.55000000000003 30 15 25
384 11.60000000000003 30 14 26
386 11.65000000000003 30 14 26
387 11.700000000000031 30 13 27
387 11.750000000000032 30 13 27
388 11.800000000000033 30 14 26
389 11.850000000000033 31 14 25
392 11.900000000000034 32 14 24
395 11.950000000000035 34 13 23
398 12.000000000000036 31 13 26
399 12.050000000000036 30 13 27
401 12.100000000000037 30 13 27
404 12.150000000000038 32 12 26
408 12.200000000000038 33 13 24
413 12.250000000000039 35 14 21
415 12.30000000000004 36 13 21
