step time x y u
0 0.0 35 35 0
3 0.05 35 32 3
3 0.1 35 32 3
3 0.15000000000000002 35 32 3
9 0.2 33 32 5
10 0.25 32 32 6
11 0.3 32 33 5
13 0.35 30 33 7
14 0.39999999999999997 29 33 8
14 0.44999999999999996 29 33 8
15 0.49999999999999994 29 32 9
16 0.5499999999999999 28 32 10
16 0.6 28 32 10
16 0.65 28 32 10
17 0.7000000000000001 28 31 11
18 0.7500000000000001 28 32 10
21 0.8000000000000002 27 32 11
25 0.8500000000000002 28 31 11
26 0.9000000000000002 28 30 12
28 0.9500000000000003 27 29 14
28 1.0000000000000002 27 29 14
30 1.0500000000000003 26 28 16
32 1.1000000000000003 26 26 18
33 1.1500000000000004 25 26 19
33 1.2000000000000004 25 26 19
35 1.2500000000000004 25 24 21
36 1.3000000000000005 26 24 20
37 1.3500000000000005 26 25 19
38 1.4000000000000006 26 24 20
40 1.4500000000000006 27 23 20
42 1.5000000000000007 27 21 22
42 1.5500000000000007 27 21 22
45 1.6000000000000008 29 20 21
47 1.6500000000000008 27 20 23
49 1.7000000000000008 28 19 23
49 1.7500000000000009 28 19 23
50 1.800000000000001 27 19 24
50 1.850000000000001 27 19 24
51 1.900000000000001 27 18 25
53 1.950000000000001 26 17 27
55 2.000000000000001 25 16 29
56 2.0500000000000007 24 16 30
56 2.1000000000000005 24 16 30
56 2.1500000000000004 24 16 30
60 2.2 22 16 32
62 2.25 21 15 34
63 2.3 21 14 35
63 2.3499999999999996 21 14 35
64 2.3999999999999995 22 14 34
66 2.4499999999999993 22 16 32
70 2.499999999999999 23 19 28
72 2.549999999999999 24 20 26
76 2.5999999999999988 25 21 24
77 2.6499999999999986 26 21 23
79 2.6999999999999984 25 22 23
81 2.7499999999999982 25 22 23
84 2.799999999999998 26 22 22
87 2.849999999999998 27 22 21
88 2.8999999999999977 27 23 20
92 2.9499999999999975 25 21 24
96 2.9999999999999973 24 22 24
97 3.049999999999997 24 21 25
99 3.099999999999997 24 21 25
101 3.149999999999997 23 22 25
103 3.1999999999999966 24 23 23
104 3.2499999999999964 24 22 24
109 3.2999999999999963 24 25 21
110 3.349999999999996 24 26 20
112 3.399999999999996 23 27 20
112 3.4499999999999957 23 27 20
112 3.4999999999999956 23 27 20
115 3.5499999999999954 23 28 19
117 3.599999999999995 23 28 19
117 3.649999999999995 23 28 19
120 3.699999999999995 24 28 18
120 3.7499999999999947 24 28 18
122 3.7999999999999945 26 28 16
123 3.8499999999999943 26 27 17
124 3.899999999999994 26 26 18
128 3.949999999999994 25 27 18
128 3.999999999999994 25 27 18
129 4.049999999999994 24 27 19
132 4.099999999999993 24 28 18
132 4.149999999999993 24 28 18
133 4.199999999999993 23 28 19
133 4.249999999999993 23 28 19
135 4.299999999999993 22 29 19
136 4.3499999999999925 22 30 18
138 4.399999999999992 23 31 16
140 4.449999999999992 22 32 16
140 4.499999999999992 22 32 16
143 4.549999999999992 22 33 15
146 4.599999999999992 23 33 14
148 4.6499999999999915 21 33 16
150 4.699999999999991 20 34 16
152 4.749999999999991 21 33 16
152 4.799999999999991 21 33 16
152 4.849999999999991 21 33 16
153 4.899999999999991 22 33 15
155 4.94999999999999 23 32 15
156 4.99999999999999 23 33 14
160 5.04999999999999 23 33 14
161 5.09999999999999 22 33 15
164 5.14999999999999 22 32 16
166 5.1999999999999895 21 31 18
168 5.249999999999989 20 32 18
168 5.299999999999989 20 32 18
170 5.349999999999989 20 32 18
175 5.399999999999989 22 31 17
178 5.449999999999989 20 30 20
179 5.4999999999999885 19 30 21
180 5.549999999999988 20 30 20
183 5.599999999999988 22 29 19
186 5.649999999999988 20 30 20
190 5.699999999999988 20 30 20
192 5.749999999999988 20 32 18
193 5.799999999999987 19 32 19
194 5.849999999999987 19 33 18
197 5.899999999999987 18 33 19
201 5.949999999999987 19 34 17
201 5.999999999999987 19 34 17
202 6.0499999999999865 19 33 18
203 6.099999999999986 19 34 17
205 6.149999999999986 18 35 17
207 6.199999999999986 19 34 17
208 6.249999999999986 18 34 18
210 6.299999999999986 18 34 18
213 6.349999999999985 20 33 17
213 6.399999999999985 20 33 17
217 6.449999999999985 21 32 17
217 6.499999999999985 21 32 17
217 6.549999999999985 21 32 17
219 6.5999999999999845 20 33 17
221 6.649999999999984 21 34 15
222 6.699999999999984 20 34 16
222 6.749999999999984 20 34 16
225 6.799999999999984 21 34 15
226 6.849999999999984 21 35 14
228 6.8999999999999835 21 35 14
228 6.949999999999983 21 35 14
230 6.999999999999983 21 35 14
233 7.049999999999983 19 36 15
234 7.099999999999983 19 37 14
234 7.149999999999983 19 37 14
236 7.199999999999982 19 37 14
236 7.249999999999982 19 37 14
237 7.299999999999982 18 37 15
240 7.349999999999982 20 36 14
243 7.399999999999982 21 36 13
243 7.4499999999999815 21 36 13
245 7.499999999999981 21 34 15
247 7.549999999999981 23 34 13
248 7.599999999999981 24 34 12
250 7.649999999999981 22 34 14
253 7.699999999999981 22 37 11
253 7.7499999999999805 22 37 11
254 7.79999999999998 22 36 12
257 7.84999999999998 20 35 15
258 7.89999999999998 20 36 14
260 7.94999999999998 19 35 16
260 7.99999999999998 19 35 16
261 8.04999999999998 19 36 15
261 8.09999999999998 19 36 15
263 8.14999999999998 19 36 15
265 8.199999999999982 18 37 15
267 8.249999999999982 18 39 13
271 8.299999999999983 17 40 13
274 8.349999999999984 16 40 14
