step time x y u
0 0.0 35 35 0
2 0.05 34 34 2
2 0.1 34 34 2
2 0.15000000000000002 34 34 2
2 0.2 34 34 2
5 0.25 33 32 5
5 0.3 33 32 5
6 0.35 33 31 6
7 0.39999999999999997 33 30 7
9 0.44999999999999996 33 28 9
11 0.49999999999999994 32 27 11
12 0.5499999999999999 32 26 12
13 0.6 32 27 11
13 0.65 32 27 11
15 0.7000000000000001 30 27 13
16 0.7500000000000001 30 28 12
16 0.8000000000000002 30 28 12
18 0.8500000000000002 29 27 14
19 0.9000000000000002 28 27 15
19 0.9500000000000003 28 27 15
22 1.0000000000000002 27 29 14
25 1.0500000000000003 26 29 15
27 1.1000000000000003 26 29 15
30 1.1500000000000004 24 30 16
31 1.2000000000000004 23 30 17
32 1.2500000000000004 22 30 18
32 1.3000000000000005 22 30 18
32 1.3500000000000005 22 30 18
34 1.4000000000000006 22 30 18
35 1.4500000000000006 21 30 19
35 1.5000000000000007 21 30 19
37 1.5500000000000007 21 30 19
38 1.6000000000000008 21 29 20
39 1.6500000000000008 21 28 21
39 1.7000000000000008 21 28 21
40 1.7500000000000009 21 27 22
40 1.800000000000001 21 27 22
41 1.850000000000001 20 27 23
43 1.900000000000001 19 28 23
44 1.950000000000001 19 27 24
45 2.000000000000001 19 28 23
47 2.0500000000000007 18 27 25
47 2.1000000000000005 18 27 25
47 2.1500000000000004 18 27 25
49 2.2 18 27 25
51 2.25 17 26 27
52 2.3 17 27 26
53 2.3499999999999996 16 27 27
55 2.3999999999999995 14 27 29
57 2.4499999999999993 14 29 27
57 2.499999999999999 14 29 27
58 2.549999999999999 15 29 26
59 2.5999999999999988 14 29 27
59 2.6499999999999986 14 29 27
60 2.6999999999999984 15 29 26
61 2.7499999999999982 16 29 25
61 2.799999999999998 16 29 25
62 2.849999999999998 17 29 24
64 2.8999999999999977 17 29 24
67 2.9499999999999975 16 29 25
67 2.9999999999999973 16 29 25
67 3.049999999999997 16 29 25
70 3.099999999999997 16 28 26
70 3.149999999999997 16 28 26
71 3.1999999999999966 16 27 27
73 3.2499999999999964 16 27 27
74 3.2999999999999963 16 26 28
74 3.349999999999996 16 26 28
76 3.399999999999996 16 26 28
77 3.4499999999999957 15 26 29
78 3.4999999999999956 14 26 30
79 3.5499999999999954 13 26 31
79 3.599999999999995 13 26 31
81 3.649999999999995 12 25 33
81 3.699999999999995 12 25 33
87 3.7499999999999947 12 25 33
89 3.7999999999999945 13 24 33
90 3.8499999999999943 14 24 32
94 3.899999999999994 13 25 32
94 3.949999999999994 13 25 32
96 3.999999999999994 13 27 30
97 4.049999999999994 13 26 31
98 4.099999999999993 14 26 30
102 4.149999999999993 16 28 26
104 4.199999999999993 14 28 28
106 4.249999999999993 15 29 26
111 4.299999999999993 15 30 25
114 4.3499999999999925 14 30 26
117 4.399999999999992 14 31 25
118 4.449999999999992 14 30 26
118 4.499999999999992 14 30 26
123 4.549999999999992 15 30 25
126 4.599999999999992 14 30 26
128 4.6499999999999915 14 32 24
128 4.699999999999991 14 32 24
130 4.749999999999991 14 32 24
130 4.799999999999991 14 32 24
130 4.849999999999991 14 32 24
136 4.899999999999991 15 35 20
141 4.94999999999999 14 33 23
143 4.99999999999999 14 33 23
145 5.04999999999999 14 35 21
150 5.09999999999999 14 38 18
150 5.14999999999999 14 38 18
153 5.1999999999999895 15 38 17
156 5.249999999999989 15 37 18
158 5.299999999999989 15 37 18
158 5.349999999999989 15 37 18
160 5.399999999999989 16 36 18
161 5.449999999999989 16 35 19
165 5.4999999999999885 19 36 15
165 5.549999999999988 19 36 15
165 5.599999999999988 19 36 15
167 5.649999999999988 19 34 17
169 5.699999999999988 20 35 15
170 5.749999999999988 21 35 14
171 5.799999999999987 20 35 15
171 5.849999999999987 20 35 15
172 5.899999999999987 19 35 16
175 5.949999999999987 18 35 17
176 5.999999999999987 18 34 18
183 6.0499999999999865 19 30 21
185 6.099999999999986 20 29 21
186 6.149999999999986 19 29 22
190 6.199999999999986 18 28 24
192 6.249999999999986 19 29 22
193 6.299999999999986 19 30 21
196 6.349999999999985 18 30 22
198 6.399999999999985 18 30 22
199 6.449999999999985 17 30 23
200 6.499999999999985 16 30 24
201 6.549999999999985 17 30 23
201 6.5999999999999845 17 30 23
201 6.649999999999984 17 30 23
201 6.699999999999984 17 30 23
202 6.749999999999984 17 29 24
206 6.799999999999984 20 28 22
207 6.849999999999984 20 27 23
210 6.8999999999999835 20 26 24
213 6.949999999999983 19 24 27
213 6.999999999999983 19 24 27
215 7.049999999999983 21 24 25
216 7.099999999999983 21 23 26
217 7.149999999999983 21 22 27
218 7.199999999999982 22 22 26
219 7.249999999999982 21 22 27
222 7.299999999999982 22 22 26
223 7.349999999999982 22 21 27
224 7.399999999999982 22 22 26
225 7.4499999999999815 22 21 27
227 7.499999999999981 22 23 25
229 7.549999999999981 22 23 25
235 7.599999999999981 24 21 25
238 7.649999999999981 24 20 26
239 7.699999999999981 24 19 27
240 7.7499999999999805 24 20 26
243 7.79999999999998 24 21 25
246 7.84999999999998 24 20 26
246 7.89999999999998 24 20 26
246 7.94999999999998 24 20 26
249 7.99999999999998 26 19 25
251 8.04999999999998 28 19 23
252 8.09999999999998 28 18 24
254 8.14999999999998 27 19 24
254 8.199999999999982 27 19 24
257 8.249999999999982 28 19 23
257 8.299999999999983 28 19 23
258 8.349999999999984 29 19 22
260 8.399999999999984 27 19 24
262 8.449999999999985 28 20 22
265 8.499999999999986 27 22 21
265 8.549999999999986 27 22 21
269 8.599999999999987 29 20 21
274 8.649999999999988 29 23 18
274 8.699999999999989 29 23 18
276 8.74999999999999 29 23 18
277 8.79999999999999 29 22 19
278 8.84999999999999 29 21 20
279 8.899999999999991 30 21 19
282 8.949999999999992 29 21 20
283 8.999999999999993 29 22 19
284 9.049999999999994 29 23 18
284 9.099999999999994 29 23 18
285 9.149999999999995 29 24 17
288 9.199999999999996 30 24 16
288 9.249999999999996 30 24 16
290 9.299999999999997 30 24 16
291 9.349999999999998 31 24 15
293 9.399999999999999 32 23 15
295 9.45 30 23 17
295 9.5 30 23 17
296 9.55 29 23 18
299 9.600000000000001 28 23 19
300 9.650000000000002 27 23 20
303 9.700000000000003 25 22 23
303 9.750000000000004 25 22 23
305 9.800000000000004 26 21 23
306 9.850000000000005 26 20 24
306 9.900000000000006 26 20 24
309 9.950000000000006 26 19 25
311 10.000000000000007 27 18 25
315 10.050000000000008 28 17 25
316 10.100000000000009 27 17 26
317 10.15000000000001 28 17 25
319 10.20000000000001 29 16 25
321 10.25000000000001 29 14 27
324 10.300000000000011 30 14 26
325 10.350000000000012 30 13 27
327 10.400000000000013 29 12 29
328 10.450000000000014 28 12 30
331 10.500000000000014 28 13 29
334 10.550000000000015 28 14 28
334 10.600000000000016 28 14 28
335 10.650000000000016 29 14 27
337 10.700000000000017 29 12 29
338 10.750000000000018 30 12 28
340 10.800000000000018 30 12 28
342 10.85000000000002 31 13 26
346 10.90000000000002 30 12 28
349 10.95000000000002 31 12 27
349 11.000000000000021 31 12 27
349 11.050000000000022 31 12 27
352 11.100000000000023 31 13 26
354 11.150000000000023 31 13 26
356 11.200000000000024 30 12 28
357 11.250000000000025 29 12 29
361 11.300000000000026 30 13 27
364 11.350000000000026 31 15 24
367 11.400000000000027 31 14 25
369 11.450000000000028 31 14 25
371 11.500000000000028 31 14 25
372 11.55000000000003 31 15 24
374 11.60000000000003 30 16 24
375 11.65000000000003 31 16 23
378 11.700000000000031 32 16 22
378 11.750000000000032 32 16 22
379 11.800000000000033 32 15 23
380 11.850000000000033 33 15 22
382 11.900000000000034 32 14 24
383 11.950000000000035 33 14 23
387 12.000000000000036 34 15 21
389 12.050000000000036 34 15 21
390 12.100000000000037 33 15 22
390 12.150000000000038 33 15 22
394 12.200000000000038 33 17 20
395 12.250000000000039 33 18 19
396 12.30000000000004 32 18 20
