step time x y u
0 0.0 35 35 0
5 0.05 33 32 5
11 0.1 31 32 7
11 0.15000000000000002 31 32 7
12 0.2 30 32 8
16 0.25 29 29 12
17 0.3 29 30 11
19 0.35 28 29 13
19 0.39999999999999997 28 29 13
22 0.44999999999999996 27 29 14
27 0.49999999999999994 27 26 17
29 0.5499999999999999 25 26 19
31 0.6 25 26 19
33 0.65 25 24 21
35 0.7000000000000001 26 25 19
36 0.7500000000000001 26 26 18
37 0.8000000000000002 27 26 17
39 0.8500000000000002 26 25 19
40 0.9000000000000002 25 25 20
41 0.9500000000000003 24 25 21
44 1.0000000000000002 24 26 20
45 1.0500000000000003 25 26 19
45 1.1000000000000003 25 26 19
47 1.1500000000000004 25 26 19
48 1.2000000000000004 25 27 18
51 1.2500000000000004 26 25 19
52 1.3000000000000005 26 26 18
52 1.3500000000000005 26 26 18
55 1.4000000000000006 25 26 19
56 1.4500000000000006 25 25 20
59 1.5000000000000007 25 24 21
60 1.5500000000000007 24 24 22
61 1.6000000000000008 25 24 21
62 1.6500000000000008 25 23 22
63 1.7000000000000008 25 22 23
63 1.7500000000000009 25 22 23
65 1.800000000000001 24 21 25
66 1.850000000000001 24 22 24
70 1.900000000000001 24 22 24
73 1.950000000000001 23 20 27
75 2.000000000000001 23 20 27
78 2.0500000000000007 24 22 24
81 2.1000000000000005 25 20 25
84 2.1500000000000004 22 20 28
88 2.2 22 18 30
90 2.25 23 17 30
93 2.3 24 17 29
97 2.3499999999999996 23 18 29
98 2.3999999999999995 24 18 28
98 2.4499999999999993 24 18 28
99 2.499999999999999 25 18 27
102 2.549999999999999 28 18 24
103 2.5999999999999988 29 18 23
106 2.6499999999999986 28 18 24
107 2.6999999999999984 27 18 25
109 2.7499999999999982 26 17 27
111 2.799999999999998 26 17 27
114 2.849999999999998 26 18 26
114 2.8999999999999977 26 18 26
114 2.9499999999999975 26 18 26
120 2.9999999999999973 23 19 28
123 3.049999999999997 22 19 29
125 3.099999999999997 21 18 31
127 3.149999999999997 23 18 29
127 3.1999999999999966 23 18 29
128 3.2499999999999964 24 18 28
129 3.2999999999999963 25 18 27
130 3.349999999999996 25 17 28
130 3.399999999999996 25 17 28
132 3.4499999999999957 27 17 26
134 3.4999999999999956 27 17 26
134 3.5499999999999954 27 17 26
136 3.599999999999995 25 17 28
138 3.649999999999995 26 16 28
141 3.699999999999995 26 17 27
144 3.7499999999999947 26 18 26
146 3.7999999999999945 26 16 28
147 3.8499999999999943 26 17 27
148 3.899999999999994 25 17 28
149 3.949999999999994 25 18 27
150 3.999999999999994 26 18 26
151 4.049999999999994 26 19 25
152 4.099999999999993 27 19 24
153 4.149999999999993 27 18 25
153 4.199999999999993 27 18 25
153 4.249999999999993 27 18 25
155 4.299999999999993 27 20 23
157 4.3499999999999925 27 20 23
161 4.399999999999992 27 20 23
162 4.449999999999992 27 19 24
165 4.499999999999992 26 19 25
169 4.549999999999992 26 19 25
170 4.599999999999992 27 19 24
174 4.6499999999999915 25 19 26
176 4.699999999999991 24 20 26
176 4.749999999999991 24 20 26
177 4.799999999999991 24 19 27
178 4.849999999999991 23 19 28
179 4.899999999999991 23 18 29
181 4.94999999999999 21 18 31
185 4.99999999999999 19 16 35
185 5.04999999999999 19 16 35
189 5.09999999999999 20 19 31
191 5.14999999999999 19 20 31
192 5.1999999999999895 18 20 32
194 5.249999999999989 17 21 32
194 5.299999999999989 17 21 32
197 5.349999999999989 15 22 33
197 5.399999999999989 15 22 33
201 5.449999999999989 18 23 29
204 5.4999999999999885 17 23 30
204 5.549999999999988 17 23 30
204 5.599999999999988 17 23 30
206 5.649999999999988 18 24 28
207 5.699999999999988 18 25 27
209 5.749999999999988 19 24 27
211 5.799999999999987 18 25 27
214 5.849999999999987 19 25 26
215 5.899999999999987 19 24 27
215 5.949999999999987 19 24 27
218 5.999999999999987 19 23 28
221 6.0499999999999865 19 24 27
222 6.099999999999986 18 24 28
222 6.149999999999986 18 24 28
224 6.199999999999986 18 24 28
228 6.249999999999986 18 26 26
231 6.299999999999986 19 28 23
232 6.349999999999985 20 28 22
236 6.399999999999985 22 28 20
239 6.449999999999985 21 26 23
239 6.499999999999985 21 26 23
241 6.549999999999985 22 27 21
243 6.5999999999999845 20 27 23
246 6.649999999999984 20 30 20
248 6.699999999999984 19 31 20
249 6.749999999999984 18 31 21
251 6.799999999999984 19 30 21
256 6.849999999999984 20 30 20
257 6.8999999999999835 21 30 19
258 6.949999999999983 22 30 18
260 6.999999999999983 22 30 18
262 7.049999999999983 23 29 18
265 7.099999999999983 22 27 21
267 7.149999999999983 23 26 21
268 7.199999999999982 23 27 20
269 7.249999999999982 23 26 21
270 7.299999999999982 23 27 20
271 7.349999999999982 22 27 21
272 7.399999999999982 21 27 22
273 7.4499999999999815 22 27 21
275 7.499999999999981 22 27 21
277 7.549999999999981 21 26 23
279 7.599999999999981 21 26 23
280 7.649999999999981 22 26 22
281 7.699999999999981 21 26 23
283 7.7499999999999805 22 27 21
286 7.79999999999998 22 28 20
288 7.84999999999998 23 27 20
288 7.89999999999998 23 27 20
290 7.94999999999998 23 27 20
291 7.99999999999998 22 27 21
292 8.04999999999998 22 28 20
292 8.09999999999998 22 28 20
293 8.14999999999998 22 29 19
296 8.199999999999982 22 28 20
299 8.249999999999982 21 28 21
299 8.299999999999983 21 28 21
300 8.349999999999984 22 28 20
302 8.399999999999984 22 26 22
302 8.449999999999985 22 26 22
304 8.499999999999986 22 24 24
305 8.549999999999986 22 25 23
308 8.599999999999987 23 27 20
309 8.649999999999988 22 27 21
311 8.699999999999989 23 28 19
314 8.74999999999999 24 26 20
315 8.79999999999999 23 26 21
315 8.84999999999999 23 26 21
318 8.899999999999991 23 27 20
320 8.949999999999992 22 28 20
321 8.999999999999993 21 28 21
323 9.049999999999994 21 28 21
326 9.099999999999994 22 30 18
328 9.149999999999995 21 31 18
329 9.199999999999996 22 31 17
331 9.249999999999996 22 31 17
333 9.299999999999997 22 31 17
336 9.349999999999998 21 33 16
337 9.399999999999999 21 34 15
342 9.45 19 33 18
344 9.5 19 35 16
345 9.55 19 36 15
346 9.600000000000001 19 37 14
347 9.650000000000002 19 38 13
349 9.700000000000003 18 39 13
352 9.750000000000004 19 37 14
353 9.800000000000004 18 37 15
354 9.850000000000005 18 38 14
355 9.900000000000006 17 38 15
357 9.950000000000006 17 36 17
359 10.000000000000007 18 35 17
359 10.050000000000008 18 35 17
360 10.100000000000009 18 36 16
363 10.15000000000001 17 36 17
364 10.20000000000001 17 37 16
364 10.25000000000001 17 37 16
365 10.300000000000011 17 36 17
367 10.350000000000012 17 34 19
369 10.400000000000013 18 33 19
372 10.450000000000014 17 35 18
376 10.500000000000014 17 33 20
376 10.550000000000015 17 33 20
378 10.600000000000016 15 33 22
378 10.650000000000016 15 33 22
378 10.700000000000017 15 33 22
379 10.750000000000018 16 33 21
380 10.800000000000018 15 33 22
380 10.85000000000002 15 33 22
384 10.90000000000002 17 31 22
387 10.95000000000002 18 31 21
387 11.000000000000021 18 31 21
387 11.050000000000022 18 31 21
389 11.100000000000023 19 30 21
393 11.150000000000023 19 32 19
395 11.200000000000024 18 31 21
396 11.250000000000025 18 32 20
398 11.300000000000026 18 34 18
400 11.350000000000026 18 34 18
404 11.400000000000027 18 36 16
406 11.450000000000028 19 35 16
407 11.500000000000028 18 35 17
409 11.55000000000003 19 34 17
409 11.60000000000003 19 34 17
414 11.65000000000003 18 30 22
416 11.700000000000031 19 29 22
419 11.750000000000032 18 27 25
423 11.800000000000033 17 30 23
424 11.850000000000033 17 31 22
426 11.900000000000034 16 30 24
