,timepoints,X0,Y0,U0,Zx0,Zy0,X1,Y1,U1,Zx1,Zy1,X2,Y2,U2,Zx2,Zy2,X3,Y3,U3,Zx3,Zy3,X4,Y4,U4,Zx4,Zy4,X5,Y5,U5,Zx5,Zy5,X6,Y6,U6,Zx6,Zy6,X7,Y7,U7,Zx7,Zy7,X8,Y8,U8,Zx8,Zy8,X9,Y9,U9,Zx9,Zy9,X10,Y10,U10,Zx10,Zy10,X11,Y11,U11,Zx11,Zy11,X12,Y12,U12,Zx12,Zy12,X13,Y13,U13,Zx13,Zy13,X14,Y14,U14,Zx14,Zy14
0,0.0,40.0,40.0,0.0,10.0,10.0,40.0,40.0,0.0,10.0,10.0,40.0,40.0,0.0,10.0,10.0,40.0,40.0,0.0,10.0,10.0,40.0,40.0,0.0,10.0,10.0,40.0,40.0,0.0,10.0,10.0,40.0,40.0,0.0,10.0,10.0,40.0,40.0,0.0,10.0,10.0,40.0,40.0,0.0,10.0,10.0,40.0,40.0,0.0,10.0,10.0,40.0,40.0,0.0,10.0,10.0,40.0,40.0,0.0,10.0,10.0,40.0,40.0,0.0,10.0,10.0,40.0,40.0,0.0,10.0,10.0,40.0,40.0,0.0,10.0,10.0
1,0.501002004008016,32.0,35.0,13.0,10.0,10.0,33.0,35.0,12.0,10.0,10.0,34.0,35.0,11.0,10.0,10.0,29.0,36.0,15.0,10.0,10.0,34.0,25.0,21.0,10.0,10.0,36.0,31.0,13.0,10.0,10.0,35.0,37.0,8.0,10.0,10.0,36.0,31.0,13.0,10.0,10.0,40.0,28.0,12.0,10.0,10.0,30.0,35.0,15.0,10.0,10.0,35.0,35.0,10.0,10.0,10.0,32.0,35.0,13.0,10.0,10.0,32.0,35.0,13.0,10.0,10.0,32.0,39.0,9.0,10.0,10.0,32.0,32.0,16.0,10.0,10.0
2,1.002004008016032,28.0,31.0,21.0,10.0,10.0,28.0,31.0,21.0,10.0,10.0,31.0,34.0,15.0,10.0,10.0,22.0,39.0,19.0,10.0,10.0,29.0,21.0,30.0,10.0,10.0,29.0,31.0,20.0,10.0,10.0,33.0,26.0,21.0,10.0,10.0,33.0,30.0,17.0,10.0,10.0,35.0,21.0,24.0,10.0,10.0,24.0,30.0,26.0,10.0,10.0,29.0,32.0,19.0,10.0,10.0,30.0,31.0,19.0,10.0,10.0,32.0,31.0,17.0,10.0,10.0,28.0,36.0,16.0,10.0,10.0,25.0,30.0,25.0,10.0,10.0
3,1.503006012024048,29.0,30.0,21.0,10.0,10.0,27.0,27.0,26.0,10.0,10.0,29.0,31.0,20.0,10.0,10.0,17.0,39.0,24.0,10.0,10.0,33.0,22.0,25.0,10.0,10.0,22.0,27.0,31.0,10.0,10.0,34.0,24.0,22.0,10.0,10.0,29.0,26.0,25.0,10.0,10.0,37.0,18.0,25.0,10.0,10.0,21.0,25.0,34.0,10.0,10.0,22.0,38.0,20.0,10.0,10.0,25.0,25.0,30.0,10.0,10.0,34.0,25.0,21.0,10.0,10.0,26.0,29.0,25.0,10.0,10.0,18.0,29.0,33.0,10.0,10.0
4,2.004008016032064,26.0,27.0,27.0,10.0,10.0,27.0,23.0,30.0,10.0,10.0,26.0,28.0,26.0,10.0,10.0,15.0,40.0,25.0,10.0,10.0,40.0,19.0,21.0,10.0,10.0,21.0,33.0,26.0,10.0,10.0,37.0,20.0,23.0,10.0,10.0,26.0,23.0,31.0,10.0,10.0,32.0,18.0,30.0,10.0,10.0,22.0,20.0,38.0,10.0,10.0,20.0,39.0,21.0,10.0,10.0,21.0,29.0,30.0,10.0,10.0,33.0,27.0,20.0,10.0,10.0,26.0,29.0,25.0,10.0,10.0,21.0,32.0,27.0,10.0,10.0
5,2.5050100200400798,26.0,26.0,28.0,10.0,10.0,24.0,27.0,29.0,10.0,10.0,27.0,26.0,27.0,10.0,10.0,18.0,41.0,21.0,10.0,10.0,32.0,20.0,28.0,10.0,10.0,12.0,43.0,25.0,10.0,10.0,36.0,16.0,28.0,10.0,10.0,30.0,26.0,24.0,10.0,10.0,31.0,16.0,33.0,10.0,10.0,20.0,26.0,34.0,10.0,10.0,19.0,34.0,27.0,10.0,10.0,21.0,26.0,33.0,10.0,10.0,29.0,24.0,27.0,10.0,10.0,26.0,28.0,26.0,10.0,10.0,19.0,36.0,25.0,10.0,10.0
6,3.006012024048096,26.0,31.0,23.0,10.0,10.0,26.0,26.0,28.0,10.0,10.0,29.0,25.0,26.0,10.0,10.0,15.0,44.0,21.0,10.0,10.0,29.0,20.0,31.0,10.0,10.0,10.0,43.0,27.0,10.0,10.0,38.0,15.0,27.0,10.0,10.0,25.0,26.0,29.0,10.0,10.0,35.0,14.0,31.0,10.0,10.0,18.0,31.0,31.0,10.0,10.0,21.0,41.0,18.0,10.0,10.0,22.0,28.0,30.0,10.0,10.0,24.0,25.0,31.0,10.0,10.0,29.0,25.0,26.0,10.0,10.0,18.0,40.0,22.0,10.0,10.0
7,3.507014028056112,28.0,32.0,20.0,10.0,10.0,29.0,26.0,25.0,10.0,10.0,28.0,28.0,24.0,10.0,10.0,9.0,45.0,26.0,10.0,10.0,33.0,17.0,30.0,10.0,10.0,11.0,48.0,21.0,10.0,10.0,43.0,14.0,23.0,10.0,10.0,25.0,24.0,31.0,10.0,10.0,47.0,13.0,20.0,10.0,10.0,23.0,30.0,27.0,10.0,10.0,14.0,44.0,22.0,10.0,10.0,18.0,32.0,30.0,10.0,10.0,24.0,23.0,33.0,10.0,10.0,33.0,23.0,24.0,10.0,10.0,16.0,44.0,20.0,10.0,10.0
8,4.008016032064128,26.0,31.0,23.0,10.0,10.0,31.0,25.0,24.0,10.0,10.0,29.0,26.0,25.0,10.0,10.0,6.0,42.0,32.0,10.0,10.0,31.0,17.0,32.0,10.0,10.0,11.0,52.0,17.0,10.0,10.0,43.0,13.0,24.0,10.0,10.0,31.0,23.0,26.0,10.0,10.0,44.0,12.0,24.0,10.0,10.0,24.0,31.0,25.0,10.0,10.0,10.0,45.0,25.0,10.0,10.0,19.0,33.0,28.0,10.0,10.0,30.0,19.0,31.0,10.0,10.0,29.0,24.0,27.0,10.0,10.0,10.0,42.0,28.0,10.0,10.0
9,4.509018036072144,22.0,34.0,24.0,10.0,10.0,29.0,26.0,25.0,10.0,10.0,25.0,26.0,29.0,10.0,10.0,8.0,46.0,26.0,10.0,10.0,34.0,15.0,31.0,10.0,10.0,8.0,53.0,19.0,10.0,10.0,43.0,10.0,27.0,10.0,10.0,30.0,20.0,30.0,10.0,10.0,50.0,12.0,18.0,10.0,10.0,24.0,28.0,28.0,10.0,10.0,10.0,42.0,28.0,10.0,10.0,21.0,37.0,22.0,10.0,10.0,28.0,20.0,32.0,10.0,10.0,31.0,22.0,27.0,10.0,10.0,11.0,45.0,24.0,10.0,10.0
10,5.0100200400801596,18.0,32.0,30.0,10.0,10.0,26.0,24.0,30.0,10.0,10.0,31.0,28.0,21.0,10.0,10.0,9.0,44.0,27.0,10.0,10.0,35.0,15.0,30.0,10.0,10.0,9.0,52.0,19.0,10.0,10.0,46.0,11.0,23.0,10.0,10.0,32.0,19.0,29.0,10.0,10.0,50.0,12.0,18.0,10.0,10.0,25.0,34.0,21.0,10.0,10.0,11.0,47.0,22.0,10.0,10.0,17.0,37.0,26.0,10.0,10.0,32.0,20.0,28.0,10.0,10.0,37.0,18.0,25.0,10.0,10.0,11.0,43.0,26.0,10.0,10.0
11,5.511022044088175,17.0,32.0,31.0,10.0,10.0,28.0,23.0,29.0,10.0,10.0,28.0,34.0,18.0,10.0,10.0,6.0,48.0,26.0,10.0,10.0,37.0,15.0,28.0,10.0,10.0,8.0,48.0,24.0,10.0,10.0,50.0,11.0,19.0,10.0,10.0,30.0,21.0,29.0,10.0,10.0,51.0,7.0,22.0,10.0,10.0,23.0,33.0,24.0,10.0,10.0,11.0,48.0,21.0,10.0,10.0,15.0,39.0,26.0,10.0,10.0,35.0,19.0,26.0,10.0,10.0,38.0,16.0,26.0,10.0,10.0,10.0,51.0,19.0,10.0,10.0
12,6.012024048096192,20.0,37.0,23.0,10.0,10.0,30.0,21.0,29.0,10.0,10.0,24.0,35.0,21.0,10.0,10.0,7.0,50.0,23.0,10.0,10.0,42.0,8.0,30.0,10.0,10.0,5.0,53.0,22.0,10.0,10.0,48.0,11.0,21.0,10.0,10.0,28.0,23.0,29.0,10.0,10.0,55.0,7.0,18.0,10.0,10.0,23.0,34.0,23.0,10.0,10.0,10.0,46.0,24.0,10.0,10.0,11.0,43.0,26.0,10.0,10.0,36.0,18.0,26.0,10.0,10.0,41.0,12.0,27.0,10.0,10.0,5.0,60.0,15.0,10.0,10.0
13,6.513026052104208,18.0,36.0,26.0,10.0,10.0,28.0,24.0,28.0,10.0,10.0,18.0,37.0,25.0,10.0,10.0,3.0,52.0,25.0,10.0,10.0,46.0,7.0,27.0,10.0,10.0,7.0,54.0,19.0,10.0,10.0,46.0,7.0,27.0,10.0,10.0,25.0,26.0,29.0,10.0,10.0,58.0,5.0,17.0,10.0,10.0,26.0,30.0,24.0,10.0,10.0,11.0,50.0,19.0,10.0,10.0,9.0,47.0,24.0,10.0,10.0,33.0,20.0,27.0,10.0,10.0,44.0,13.0,23.0,10.0,10.0,5.0,58.0,17.0,10.0,10.0
14,7.014028056112224,21.0,35.0,24.0,10.0,10.0,27.0,24.0,29.0,10.0,10.0,18.0,36.0,26.0,10.0,10.0,3.0,56.0,21.0,10.0,10.0,49.0,10.0,21.0,10.0,10.0,9.0,57.0,14.0,10.0,10.0,47.0,8.0,25.0,10.0,10.0,21.0,27.0,32.0,10.0,10.0,59.0,6.0,15.0,10.0,10.0,26.0,27.0,27.0,10.0,10.0,9.0,53.0,18.0,10.0,10.0,7.0,51.0,22.0,10.0,10.0,35.0,21.0,24.0,10.0,10.0,48.0,16.0,16.0,10.0,10.0,4.0,59.0,17.0,10.0,10.0
15,7.51503006012024,23.0,39.0,18.0,10.0,10.0,26.0,26.0,28.0,10.0,10.0,18.0,36.0,26.0,10.0,10.0,4.0,61.0,15.0,10.0,10.0,48.0,9.0,23.0,10.0,10.0,8.0,57.0,15.0,10.0,10.0,46.0,6.0,28.0,10.0,10.0,29.0,26.0,25.0,10.0,10.0,58.0,7.0,15.0,10.0,10.0,25.0,28.0,27.0,10.0,10.0,9.0,55.0,16.0,10.0,10.0,6.0,54.0,20.0,10.0,10.0,38.0,19.0,23.0,10.0,10.0,46.0,15.0,19.0,10.0,10.0,3.0,62.0,15.0,10.0,10.0
16,8.016032064128256,26.0,35.0,19.0,10.0,10.0,25.0,25.0,30.0,10.0,10.0,16.0,38.0,26.0,10.0,10.0,6.0,61.0,13.0,10.0,10.0,54.0,9.0,17.0,10.0,10.0,7.0,53.0,20.0,10.0,10.0,48.0,7.0,25.0,10.0,10.0,27.0,24.0,29.0,10.0,10.0,56.0,6.0,18.0,10.0,10.0,26.0,33.0,21.0,10.0,10.0,6.0,54.0,20.0,10.0,10.0,5.0,58.0,17.0,10.0,10.0,37.0,17.0,26.0,10.0,10.0,44.0,19.0,17.0,10.0,10.0,1.0,62.0,17.0,10.0,10.0
17,8.517034068136272,23.0,34.0,23.0,10.0,10.0,31.0,24.0,25.0,10.0,10.0,14.0,34.0,32.0,10.0,10.0,5.0,62.0,13.0,10.0,10.0,47.0,10.0,23.0,10.0,10.0,8.0,58.0,14.0,10.0,10.0,49.0,9.0,22.0,10.0,10.0,27.0,18.0,35.0,10.0,10.0,57.0,3.0,20.0,10.0,10.0,29.0,32.0,19.0,10.0,10.0,5.0,56.0,19.0,10.0,10.0,4.0,59.0,17.0,10.0,10.0,33.0,20.0,27.0,10.0,10.0,47.0,18.0,15.0,10.0,10.0,0.0,65.0,15.0,10.0,10.0
18,9.018036072144287,19.0,34.0,27.0,10.0,10.0,30.0,20.0,30.0,10.0,10.0,16.0,38.0,26.0,10.0,10.0,3.0,64.0,13.0,10.0,10.0,47.0,11.0,22.0,10.0,10.0,8.0,58.0,14.0,10.0,10.0,50.0,8.0,22.0,10.0,10.0,29.0,18.0,33.0,10.0,10.0,64.0,1.0,15.0,10.0,10.0,26.0,28.0,26.0,10.0,10.0,2.0,61.0,17.0,10.0,10.0,5.0,64.0,11.0,10.0,10.0,34.0,22.0,24.0,10.0,10.0,45.0,15.0,20.0,10.0,10.0,0.0,62.0,18.0,10.0,10.0
19,9.519038076152304,16.0,33.0,31.0,10.0,10.0,30.0,26.0,24.0,10.0,10.0,18.0,35.0,27.0,10.0,10.0,2.0,67.0,11.0,10.0,10.0,49.0,14.0,17.0,10.0,10.0,8.0,58.0,14.0,10.0,10.0,54.0,3.0,23.0,10.0,10.0,36.0,18.0,26.0,10.0,10.0,62.0,2.0,16.0,10.0,10.0,25.0,26.0,29.0,10.0,10.0,3.0,68.0,9.0,10.0,10.0,4.0,64.0,12.0,10.0,10.0,36.0,22.0,22.0,10.0,10.0,41.0,14.0,25.0,10.0,10.0,0.0,64.0,16.0,10.0,10.0
20,10.020040080160319,17.0,32.0,31.0,10.0,10.0,31.0,23.0,26.0,10.0,10.0,18.0,35.0,27.0,10.0,10.0,1.0,68.0,11.0,10.0,10.0,49.0,13.0,18.0,10.0,10.0,8.0,59.0,13.0,10.0,10.0,62.0,3.0,15.0,10.0,10.0,38.0,18.0,24.0,10.0,10.0,66.0,0.0,14.0,10.0,10.0,20.0,25.0,35.0,10.0,10.0,2.0,69.0,9.0,10.0,10.0,3.0,59.0,18.0,10.0,10.0,38.0,27.0,15.0,10.0,10.0,43.0,14.0,23.0,10.0,10.0,2.0,68.0,10.0,10.0,10.0
21,10.521042084168336,18.0,33.0,29.0,10.0,10.0,29.0,22.0,29.0,10.0,10.0,24.0,41.0,15.0,10.0,10.0,1.0,71.0,8.0,10.0,10.0,48.0,12.0,20.0,10.0,10.0,6.0,59.0,15.0,10.0,10.0,65.0,4.0,11.0,10.0,10.0,40.0,13.0,27.0,10.0,10.0,60.0,0.0,20.0,10.0,10.0,21.0,29.0,30.0,10.0,10.0,2.0,68.0,10.0,10.0,10.0,2.0,62.0,16.0,10.0,10.0,39.0,21.0,20.0,10.0,10.0,43.0,15.0,22.0,10.0,10.0,3.0,69.0,8.0,10.0,10.0
22,11.02204408817635,13.0,36.0,31.0,10.0,10.0,28.0,21.0,31.0,10.0,10.0,23.0,36.0,21.0,10.0,10.0,1.0,74.0,5.0,10.0,10.0,48.0,10.0,22.0,10.0,10.0,4.0,57.0,19.0,10.0,10.0,60.0,3.0,17.0,10.0,10.0,38.0,13.0,29.0,10.0,10.0,60.0,0.0,20.0,10.0,10.0,22.0,32.0,26.0,10.0,10.0,1.0,71.0,8.0,10.0,10.0,1.0,63.0,16.0,10.0,10.0,36.0,19.0,25.0,10.0,10.0,40.0,16.0,24.0,10.0,10.0,3.0,72.0,5.0,10.0,10.0
23,11.523046092184368,8.0,40.0,32.0,10.0,10.0,34.0,21.0,25.0,10.0,10.0,22.0,40.0,18.0,10.0,10.0,2.0,74.0,4.0,10.0,10.0,47.0,8.0,25.0,10.0,10.0,4.0,56.0,20.0,10.0,10.0,68.0,4.0,8.0,10.0,10.0,35.0,12.0,33.0,10.0,10.0,62.0,2.0,16.0,10.0,10.0,19.0,40.0,21.0,10.0,10.0,1.0,73.0,6.0,10.0,10.0,1.0,68.0,11.0,10.0,10.0,36.0,15.0,29.0,10.0,10.0,46.0,12.0,22.0,10.0,10.0,1.0,69.0,10.0,10.0,10.0
24,12.024048096192384,7.0,45.0,28.0,10.0,10.0,31.0,21.0,28.0,10.0,10.0,20.0,37.0,23.0,10.0,10.0,2.0,71.0,7.0,10.0,10.0,51.0,6.0,23.0,10.0,10.0,3.0,59.0,18.0,10.0,10.0,66.0,4.0,10.0,10.0,10.0,42.0,16.0,22.0,10.0,10.0,61.0,3.0,16.0,10.0,10.0,22.0,39.0,19.0,10.0,10.0,1.0,72.0,7.0,10.0,10.0,1.0,67.0,12.0,10.0,10.0,41.0,17.0,22.0,10.0,10.0,42.0,9.0,29.0,10.0,10.0,1.0,68.0,11.0,10.0,10.0
25,12.5250501002004,7.0,47.0,26.0,10.0,10.0,28.0,22.0,30.0,10.0,10.0,22.0,40.0,18.0,10.0,10.0,1.0,72.0,7.0,10.0,10.0,54.0,6.0,20.0,10.0,10.0,1.0,63.0,16.0,10.0,10.0,67.0,2.0,11.0,10.0,10.0,39.0,16.0,25.0,10.0,10.0,63.0,3.0,14.0,10.0,10.0,17.0,34.0,29.0,10.0,10.0,1.0,74.0,5.0,10.0,10.0,1.0,68.0,11.0,10.0,10.0,43.0,13.0,24.0,10.0,10.0,46.0,10.0,24.0,10.0,10.0,0.0,72.0,8.0,10.0,10.0
26,13.026052104208416,4.0,50.0,26.0,10.0,10.0,32.0,24.0,24.0,10.0,10.0,22.0,37.0,21.0,10.0,10.0,0.0,72.0,8.0,10.0,10.0,57.0,3.0,20.0,10.0,10.0,0.0,68.0,12.0,10.0,10.0,68.0,3.0,9.0,10.0,10.0,39.0,18.0,23.0,10.0,10.0,66.0,3.0,11.0,10.0,10.0,15.0,32.0,33.0,10.0,10.0,1.0,75.0,4.0,10.0,10.0,1.0,68.0,11.0,10.0,10.0,43.0,12.0,25.0,10.0,10.0,43.0,9.0,28.0,10.0,10.0,2.0,70.0,8.0,10.0,10.0
27,13.527054108216431,5.0,55.0,20.0,10.0,10.0,29.0,26.0,25.0,10.0,10.0,19.0,37.0,24.0,10.0,10.0,0.0,72.0,8.0,10.0,10.0,57.0,3.0,20.0,10.0,10.0,0.0,73.0,7.0,10.0,10.0,64.0,2.0,14.0,10.0,10.0,39.0,17.0,24.0,10.0,10.0,65.0,3.0,12.0,10.0,10.0,13.0,44.0,23.0,10.0,10.0,0.0,72.0,8.0,10.0,10.0,2.0,65.0,13.0,10.0,10.0,46.0,15.0,19.0,10.0,10.0,47.0,9.0,24.0,10.0,10.0,0.0,70.0,10.0,10.0,10.0
28,14.028056112224448,3.0,56.0,21.0,10.0,10.0,27.0,28.0,25.0,10.0,10.0,20.0,35.0,25.0,10.0,10.0,1.0,74.0,5.0,10.0,10.0,64.0,3.0,13.0,10.0,10.0,0.0,75.0,5.0,10.0,10.0,65.0,3.0,12.0,10.0,10.0,35.0,14.0,31.0,10.0,10.0,63.0,3.0,14.0,10.0,10.0,14.0,46.0,20.0,10.0,10.0,0.0,74.0,6.0,10.0,10.0,2.0,66.0,12.0,10.0,10.0,47.0,15.0,18.0,10.0,10.0,47.0,7.0,26.0,10.0,10.0,0.0,71.0,9.0,10.0,10.0
29,14.529058116232463,3.0,60.0,17.0,10.0,10.0,23.0,28.0,29.0,10.0,10.0,17.0,38.0,25.0,10.0,10.0,1.0,74.0,5.0,10.0,10.0,66.0,2.0,12.0,10.0,10.0,0.0,74.0,6.0,10.0,10.0,61.0,4.0,15.0,10.0,10.0,39.0,15.0,26.0,10.0,10.0,59.0,2.0,19.0,10.0,10.0,11.0,46.0,23.0,10.0,10.0,0.0,71.0,9.0,10.0,10.0,1.0,63.0,16.0,10.0,10.0,44.0,16.0,20.0,10.0,10.0,49.0,9.0,22.0,10.0,10.0,0.0,72.0,8.0,10.0,10.0
30,15.03006012024048,1.0,67.0,12.0,10.0,10.0,20.0,28.0,32.0,10.0,10.0,17.0,43.0,20.0,10.0,10.0,1.0,67.0,12.0,10.0,10.0,72.0,2.0,6.0,10.0,10.0,0.0,75.0,5.0,10.0,10.0,63.0,2.0,15.0,10.0,10.0,44.0,15.0,21.0,10.0,10.0,64.0,1.0,15.0,10.0,10.0,12.0,44.0,24.0,10.0,10.0,0.0,76.0,4.0,10.0,10.0,0.0,64.0,16.0,10.0,10.0,44.0,14.0,22.0,10.0,10.0,53.0,11.0,16.0,10.0,10.0,0.0,76.0,4.0,10.0,10.0
31,15.531062124248495,2.0,65.0,13.0,10.0,10.0,17.0,30.0,33.0,10.0,10.0,14.0,43.0,23.0,10.0,10.0,1.0,65.0,14.0,10.0,10.0,74.0,0.0,6.0,10.0,10.0,1.0,71.0,8.0,10.0,10.0,65.0,3.0,12.0,10.0,10.0,53.0,12.0,15.0,10.0,10.0,59.0,2.0,19.0,10.0,10.0,10.0,42.0,28.0,10.0,10.0,0.0,71.0,9.0,10.0,10.0,0.0,65.0,15.0,10.0,10.0,46.0,14.0,20.0,10.0,10.0,59.0,5.0,16.0,10.0,10.0,0.0,72.0,8.0,10.0,10.0
32,16.03206412825651,2.0,66.0,12.0,10.0,10.0,21.0,28.0,31.0,10.0,10.0,15.0,40.0,25.0,10.0,10.0,1.0,67.0,12.0,10.0,10.0,73.0,1.0,6.0,10.0,10.0,2.0,68.0,10.0,10.0,10.0,64.0,2.0,14.0,10.0,10.0,52.0,9.0,19.0,10.0,10.0,59.0,4.0,17.0,10.0,10.0,9.0,49.0,22.0,10.0,10.0,0.0,70.0,10.0,10.0,10.0,1.0,66.0,13.0,10.0,10.0,44.0,10.0,26.0,10.0,10.0,60.0,4.0,16.0,10.0,10.0,0.0,73.0,7.0,10.0,10.0
33,16.533066132264526,2.0,66.0,12.0,10.0,10.0,19.0,30.0,31.0,10.0,10.0,17.0,46.0,17.0,10.0,10.0,1.0,71.0,8.0,10.0,10.0,70.0,1.0,9.0,10.0,10.0,2.0,68.0,10.0,10.0,10.0,62.0,1.0,17.0,10.0,10.0,52.0,8.0,20.0,10.0,10.0,58.0,3.0,19.0,10.0,10.0,9.0,48.0,23.0,10.0,10.0,0.0,71.0,9.0,10.0,10.0,2.0,65.0,13.0,10.0,10.0,45.0,10.0,25.0,10.0,10.0,64.0,1.0,15.0,10.0,10.0,0.0,75.0,5.0,10.0,10.0
34,17.034068136272545,2.0,67.0,11.0,10.0,10.0,21.0,36.0,23.0,10.0,10.0,15.0,48.0,17.0,10.0,10.0,3.0,69.0,8.0,10.0,10.0,66.0,0.0,14.0,10.0,10.0,1.0,68.0,11.0,10.0,10.0,58.0,4.0,18.0,10.0,10.0,53.0,9.0,18.0,10.0,10.0,59.0,6.0,15.0,10.0,10.0,8.0,49.0,23.0,10.0,10.0,0.0,67.0,13.0,10.0,10.0,2.0,68.0,10.0,10.0,10.0,43.0,12.0,25.0,10.0,10.0,62.0,1.0,17.0,10.0,10.0,0.0,74.0,6.0,10.0,10.0
35,17.53507014028056,1.0,71.0,8.0,10.0,10.0,18.0,33.0,29.0,10.0,10.0,15.0,52.0,13.0,10.0,10.0,2.0,70.0,8.0,10.0,10.0,65.0,2.0,13.0,10.0,10.0,0.0,68.0,12.0,10.0,10.0,60.0,4.0,16.0,10.0,10.0,53.0,5.0,22.0,10.0,10.0,58.0,5.0,17.0,10.0,10.0,7.0,50.0,23.0,10.0,10.0,0.0,69.0,11.0,10.0,10.0,2.0,63.0,15.0,10.0,10.0,45.0,10.0,25.0,10.0,10.0,63.0,1.0,16.0,10.0,10.0,1.0,73.0,6.0,10.0,10.0
36,18.036072144288575,0.0,69.0,11.0,10.0,10.0,17.0,37.0,26.0,10.0,10.0,9.0,54.0,17.0,10.0,10.0,2.0,68.0,10.0,10.0,10.0,65.0,3.0,12.0,10.0,10.0,2.0,65.0,13.0,10.0,10.0,57.0,3.0,20.0,10.0,10.0,57.0,5.0,18.0,10.0,10.0,55.0,5.0,20.0,10.0,10.0,7.0,54.0,19.0,10.0,10.0,0.0,71.0,9.0,10.0,10.0,4.0,63.0,13.0,10.0,10.0,49.0,11.0,20.0,10.0,10.0,66.0,2.0,12.0,10.0,10.0,1.0,71.0,8.0,10.0,10.0
37,18.53707414829659,2.0,70.0,8.0,10.0,10.0,14.0,35.0,31.0,10.0,10.0,9.0,56.0,15.0,10.0,10.0,2.0,71.0,7.0,10.0,10.0,66.0,5.0,9.0,10.0,10.0,2.0,62.0,16.0,10.0,10.0,61.0,3.0,16.0,10.0,10.0,58.0,3.0,19.0,10.0,10.0,54.0,3.0,23.0,10.0,10.0,9.0,56.0,15.0,10.0,10.0,1.0,71.0,8.0,10.0,10.0,3.0,58.0,19.0,10.0,10.0,48.0,9.0,23.0,10.0,10.0,66.0,2.0,12.0,10.0,10.0,2.0,70.0,8.0,10.0,10.0
38,19.03807615230461,2.0,68.0,10.0,10.0,10.0,10.0,37.0,33.0,10.0,10.0,10.0,59.0,11.0,10.0,10.0,2.0,69.0,9.0,10.0,10.0,65.0,4.0,11.0,10.0,10.0,2.0,63.0,15.0,10.0,10.0,59.0,3.0,18.0,10.0,10.0,63.0,3.0,14.0,10.0,10.0,54.0,2.0,24.0,10.0,10.0,9.0,57.0,14.0,10.0,10.0,2.0,66.0,12.0,10.0,10.0,1.0,64.0,15.0,10.0,10.0,52.0,9.0,19.0,10.0,10.0,66.0,2.0,12.0,10.0,10.0,1.0,68.0,11.0,10.0,10.0
39,19.539078156312623,4.0,62.0,14.0,10.0,10.0,9.0,45.0,26.0,10.0,10.0,9.0,59.0,12.0,10.0,10.0,2.0,69.0,9.0,10.0,10.0,65.0,3.0,12.0,10.0,10.0,3.0,62.0,15.0,10.0,10.0,59.0,3.0,18.0,10.0,10.0,68.0,2.0,10.0,10.0,10.0,57.0,1.0,22.0,10.0,10.0,8.0,57.0,15.0,10.0,10.0,3.0,67.0,10.0,10.0,10.0,1.0,63.0,16.0,10.0,10.0,58.0,5.0,17.0,10.0,10.0,70.0,2.0,8.0,10.0,10.0,1.0,64.0,15.0,10.0,10.0
40,20.040080160320638,4.0,62.0,14.0,10.0,10.0,13.0,45.0,22.0,10.0,10.0,8.0,55.0,17.0,10.0,10.0,2.0,67.0,11.0,10.0,10.0,68.0,2.0,10.0,10.0,10.0,3.0,62.0,15.0,10.0,10.0,59.0,6.0,15.0,10.0,10.0,68.0,2.0,10.0,10.0,10.0,59.0,2.0,19.0,10.0,10.0,4.0,58.0,18.0,10.0,10.0,2.0,63.0,15.0,10.0,10.0,1.0,69.0,10.0,10.0,10.0,57.0,5.0,18.0,10.0,10.0,72.0,0.0,8.0,10.0,10.0,4.0,64.0,12.0,10.0,10.0
41,20.541082164328657,3.0,65.0,12.0,10.0,10.0,10.0,49.0,21.0,10.0,10.0,6.0,52.0,22.0,10.0,10.0,2.0,67.0,11.0,10.0,10.0,72.0,1.0,7.0,10.0,10.0,3.0,62.0,15.0,10.0,10.0,60.0,6.0,14.0,10.0,10.0,65.0,1.0,14.0,10.0,10.0,63.0,3.0,14.0,10.0,10.0,4.0,60.0,16.0,10.0,10.0,4.0,62.0,14.0,10.0,10.0,1.0,70.0,9.0,10.0,10.0,58.0,5.0,17.0,10.0,10.0,75.0,1.0,4.0,10.0,10.0,4.0,65.0,11.0,10.0,10.0
42,21.04208416833667,3.0,65.0,12.0,10.0,10.0,12.0,48.0,20.0,10.0,10.0,4.0,53.0,23.0,10.0,10.0,2.0,66.0,12.0,10.0,10.0,74.0,1.0,5.0,10.0,10.0,4.0,63.0,13.0,10.0,10.0,62.0,8.0,10.0,10.0,10.0,70.0,1.0,9.0,10.0,10.0,65.0,3.0,12.0,10.0,10.0,5.0,59.0,16.0,10.0,10.0,3.0,67.0,10.0,10.0,10.0,0.0,72.0,8.0,10.0,10.0,62.0,6.0,12.0,10.0,10.0,73.0,2.0,5.0,10.0,10.0,6.0,62.0,12.0,10.0,10.0
43,21.543086172344687,5.0,61.0,14.0,10.0,10.0,12.0,52.0,16.0,10.0,10.0,5.0,57.0,18.0,10.0,10.0,2.0,68.0,10.0,10.0,10.0,73.0,1.0,6.0,10.0,10.0,6.0,65.0,9.0,10.0,10.0,62.0,7.0,11.0,10.0,10.0,66.0,0.0,14.0,10.0,10.0,62.0,1.0,17.0,10.0,10.0,5.0,60.0,15.0,10.0,10.0,3.0,69.0,8.0,10.0,10.0,1.0,72.0,7.0,10.0,10.0,55.0,8.0,17.0,10.0,10.0,69.0,3.0,8.0,10.0,10.0,5.0,63.0,12.0,10.0,10.0
